NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella,Actiniscus,Actinocyclus,Actinoptychus,Akashiwo,Alexandrium,Amphidinium,Amphiprora,Amphisolenia,Amphora,Amphorides,Anabaena,Ascampbelliella,Asterionellopsis,Asteromphalus,Attheya,Bacillaria,Bacteriastrum,Bellerochea,Biddulphia,Brachidinium,Calciosolenia,Campylodiscus,Cerataulina,Ceratium,Ceratocorys,Ceratoperidinium,Chaetoceros,Chaetoceros (Hyalochaete),Chaetoceros (Phaeoceros),Chamaesiphon,Cladopyxis,Climacocylis,Climacodium,Cocconeis,Cochlodinium,Codonella,Codonellopsis,Corethron,Coscinodiscus,Cyclotella,Cylindrotheca,Cymatocylis,Cymatosira,Cymbella,Cyttarocylis,Dactyliosolen,Dactyliosolen cf.,Dadayiella,Detonula,Dictyocha,Dictyocysta,Dinophysis,Diploneis,Ditylum,Entomoneis,Ephemera,Epiplocylis,Epiplocyloides,Eucampia,Euglena,Eutintinnus,Eutreptiella,Favella,Fragilaria,Fragilariopsis,Goniodoma,Gonyaulax,Gossleriella,Grammatophora,Guinardia,Gymnodinium,Gyrodinium,Gyrosigma,Haslea,Helicostomella,Helicotheca,Hemiaulus,Hemidiscus,Heterocapsa,Heterosigma,Heterosigma cf.,Karenia,Kofoidinium,Laboea,Lauderia,Leptocylindrus,Licmophora,Lingulodinium,Lioloma cf.,Lithodesmium,Lyrella,Manguinea,Mastogloia,Melosira,Membraneis,Mesodinium,Mesoporos,Meuniera,Navicula,Neostreptotheca,Nitzschia,Noctiluca,Nodularia,Octactis,Odontella,Ormosella,Ornithocercus,Oxytoxum,Palmerina,Paralia,Parundella,Peridinium,Phaeocystis,Phalacroma,Planktoniella,Pleurosigma,Podolampas,Porosira,Proboscia,Pronoctiluca,Prorocentrum,Protoperidinium,Protorhabdonella,Pseudo-nitzschia,Pseudosolenia,Pterosperma,Pyrocystis,Pyrophacus,Pyrophacus cf.,Rhabdonella,Rhabdonema,Rhaphoneis,Rhizosolenia,Rotalia,Salpingella,Scrippsiella,Skeletonema,Steenstrupiella,Stephanopyxis,Striatella,Strombidium,Surirella,Synedra,Thalassionema,Thalassiosira,Thalassiothrix,Tintinnidium,Tintinnopsis,Toxarium,Triadinium,Triceratium,Trichodesmium,Trigonium,Tripos,Tripos (Amphiceratium),Tripos (Ceratium),Tripos (gametes),Tripos (Tripoceratium),Tryblionella,Undella,Vorticella,Xystonella,Xystonellopsis
ROT20191104,Rottnest Island,-32,115.41667,2019-11-04 09:25:00,2019,11,4,09:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,500,0,0,0,1000,900,200,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,300,0,100,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,23000,0,0,0,20,0,30,0,0,0,0,0
PHB20191028,Port Hacking,-34.11923,151.22667,2019-10-29 09:30:00,2019,10,29,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6010.82,0,0,0,7212.98,0,0,0,0,0,0,0,0,0,0,0,0,0,4808.66,0,0,0,0,7212.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42476.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.72,0,0,0,0,0,0,0,0,0,0,0,400.72,0,0,3205.77,400.72,0,0,0,24043.28,0,0,0,0,0,0,0,0,31666.2,0,0,0,0,0,0,0,0,0,0,0,14025.25,0,0,0,0,0,0,0,0,0,0,801.44,0,9.22,0,0,0,0,0
NSI20191024,North Stradbroke,-27.345,153.562,2019-10-24 10:20:00,2019,10,24,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,330.85,0,0,0,2646.82,0,0,0,0,0,1323.41,0,0,0,39371.38,0,0,0,0,0,0,0,0,0,0,330.85,0,0,6947.89,0,0,0,0,9925.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654.25,0,0,0,0,0,0,5955.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62531.01,0,0,0,0,0,0,0,0,3308.52,0,0,0,0,0,0,0,0,0,0,0,1654.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20191015,Maria Island,-42.59667,148.23333,2019-10-16 09:40:00,2019,10,16,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,1400,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,190690.91,0,0,0,0,0,0,0,0,0,10,30,0,20,0,0,0,0,0
ROT20191011,Rottnest Island,-32,115.41667,2019-10-11 10:07:00,2019,10,11,10:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75,0,0,247.52,0,0,0,0,0,247.52,0,0,0,346.53,222.77,24.75,0,0,0,198.02,0,0,0,0,24.75,0,0,74.26,0,0,0,0,148.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.26,0,0,0,0,0,0,297.02,0,0,0,0,0,0,0,0,742.57,0,0,0,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,0,0,0,0,24.75,0,0,0,0,0,0,0,0,0,0,0,0,24.75,0,0,1039.6,24.75,0,0,0,0,0,0,0,84.15,0,24.75,0,0,0,0,0,0,0,0,321.78,0,0,0,0,0,0,0,0,0,0,9.9,9.9,0,19.8,0,0,0,0,0
YON20191009,Yongala,-19.30847,147.61842,2019-10-09 10:00:00,2019,10,9,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,606.06,202.02,0,0,505.05,0,0,0,0,0,0,0,0,0,17171.72,303.03,202.02,0,0,0,0,0,0,0,0,0,0,0,1414.14,0,0,0,0,101.01,0,0,0,101.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.02,0,505.05,0,0,0,0,101.01,0,0,0,0,0,0,0,0,202.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.01,0,0,0,0,5050.5,0,0,0,0,0,0,0,0,1111.11,0,0,0,0,0,0,0,0,0,0,404.04,0,0,0,0,0,0,0,0,0,0,0,30.3,0,30.3,0,0,0,0,0
MAI20190925,Maria Island,-42.59667,148.23333,2019-09-25 10:03:00,2019,9,25,10:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,31857.03,0,0,0,0,0,0,0,0,0,5439.01,0,0,0,396270.39,0,3885,0,0,0,0,0,0,0,0,0,0,0,7770.01,0,0,0,0,777,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,0,0,0,0,0,0,0,0,0,0,0,0,16317.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37296.04,0,0,0,0,0,0,0,0,0,0,0,0,6216.01,0,0,0,0,0,0,3108,23310.02,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0
PHB20190923,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00,2019,9,24,09:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.77,0,0,0,0,0,0,0,0,0,23.26,0,0,0,46.51,0,0,0,0,0,0,0,0,0,0,0,23.26,186.05,0,0,0,0,0,0,0,0,93.02,0,0,0,0,0,0,976.74,0,302.33,0,0,0,0,0,0,0,0,0,0,0,93.02,0,93.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.79,93.02,0,2093.02,0,0,0,0,0,0,0,0,23.26,0,0,0,0,0,0,0,46.51,0,0,0,674.42,0,0,0,0,0,0,0,0,0,23.26,0,0,23.26,0,23.26,0,0,0
YON20190917,Yongala,-19.30847,147.61842,2019-09-17 10:10:00,2019,9,17,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.67,0,0,0,0,0,0,0,0,0,0,0,0,0,219.78,0,0,0,0,0,0,0,0,0,0,0,27.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.98,0,0,0,0,27.47,0,0,0,0,0,0,109.89,0,1291.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.47,0,0,0,0,0,82.42,0,934.07,27.47,0,0,0,0,54.95,0,0,631.87,0,27.47,137.36,0,0,0,0,0,0,0,27.47,27.47,0,0,0,0,0,0,1098.9,0,0,0,10.99,0,10.99,0,27.47,0,0,0
NSI20190916,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00,2019,9,16,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,100,0,0,0,15500,0,400,0,100,0,300,0,0,0,0,0,100,0,1700,0,0,0,0,4900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,500,0,100,0,0,800,0,0,0,0,0,0,100,0,1400,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,6300,0,0,0,0,0,100,0,0,600,0,0,200,0,0,0,0,0,0,0,100,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20190909,Kangaroo Island,-35.83217,136.44733,2019-09-10 07:50:00,2019,9,10,07:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,200,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,25,0,0,0,0,0,0,0,0,0,75,0,200,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,25,200,125,0,525,0,0,10,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,40,40,0,30,0,0,0,0,0
MAI20190828,Maria Island,-42.59667,148.23333,2019-08-29 09:20:00,2019,8,29,09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17260.28,2465.76,0,0,0,0,0,0,0,0,0,0,684.93,0,5342.47,0,0,0,0,0,0,0,0,821.92,0,0,0,3698.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.99,0,273.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4520.55,0,0,0,0,0,0,0,0,0,0,0,136.99,3972.6,0,0,0,0,0,0,10821.92,3835.62,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0
PHB20190827,Port Hacking,-34.11923,151.22667,2019-08-28 09:59:00,2019,8,28,09:59:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.17,0,0,0,0,0,0,0,0,0,0,41.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.54,0,0,0,0,0,0,0,2442.4,0,0,0,23.04,0,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.04,0,0,0,0,0,0,0,23.04,0,0,0,0,184.32,0,0,92.17,0,0,0,0,0,0,0,0,0,0,0,253.46,0,0,0,0,0,0,0,0,852.53,0,0,0,0,0,0,0,0,0,0,0,0,9.22,0,0,0,0,0
YON20190826,Yongala,-19.30847,147.61842,2019-08-26 10:40:00,2019,8,26,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,25,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,75,0,0,0,0,0,50,0,50,0,0,0,0,300,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,125,0,0,50,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20190821,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00,2019,8,21,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59710.74,619.83,1239.67,0,0,0,0,0,0,0,0,0,0,0,3512.4,0,0,0,0,4958.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.83,0,413.22,0,0,0,0,206.61,0,0,0,0,0,0,0,1652.89,413.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.61,0,0,0,0,34090.91,0,0,0,0,0,0,0,0,206.61,0,0,0,0,0,0,0,0,0,0,0,2892.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20190819,Rottnest Island,-32,115.41667,2019-08-19 08:31:00,2019,8,19,08:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3750,250,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,400,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,100,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,8800,0,0,0,0,0,0,0,0,0,0,0,50,1050,0,0,0,100,0,0,150,400,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
YON20190808,Yongala,-19.30847,147.61842,2019-08-08 10:04:00,2019,8,8,10:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.46,0,0,0,0,0,740.74,0,0,0,2962.96,471.38,471.38,0,0,0,740.74,67.34,0,0,0,0,0,0,673.4,0,0,0,0,202.02,0,0,0,0,0,0,67.34,0,0,0,0,0,0,0,0,0,0,134.68,0,0,0,0,0,269.36,0,134.68,0,0,0,0,0,0,0,0,0,0,0,0,0,3501.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.36,0,0,0,0,0,0,0,67.34,0,0,336.7,0,67.34,0,0,7070.7,0,0,0,0,0,0,0,0,404.04,0,0,0,336.7,0,0,0,0,0,0,336.7,134.68,0,0,0,0,0,0,10101.01,0,0,0,0,0,0,0,0,0,0,0
MAI20190731,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,2019,7,31,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,74.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3649.64,0,446.89,0,0,0,0,0,0,0,0,0,74.48,0,893.79,0,0,0,0,446.89,0,0,0,148.96,0,0,74.48,148.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.41,0,595.86,0,0,0,0,0,0,0,0,0,0,0,148.96,0,148.96,0,0,0,0,0,0,0,0,0,0,0,0,0,74.48,0,0,0,0,0,0,0,74.48,0,0,0,0,0,0,0,148.96,0,0,0,148.96,0,74.48,0,13481.31,0,0,0,0,0,0,0,0,521.37,0,74.48,74.48,1638.61,0,0,0,0,0,0,0,446.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20190729,Port Hacking,-34.11923,151.22667,2019-07-29 10:03:00,2019,7,29,10:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9090.91,0,0,0,0,0,491.4,0,0,0,41031.93,737.1,2457,0,0,0,0,0,0,0,0,0,0,0,2702.7,0,0,0,0,4668.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965.6,0,245.7,0,0,0,491.4,737.1,0,0,0,0,0,0,0,2948.4,2211.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.7,0,0,0,0,0,0,0,8599.51,0,0,0,0,0,0,0,0,737.1,0,0,0,3931.2,0,0,0,0,0,0,491.4,3439.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20190723_0630,Darwin,-12.4,130.76805,2019-07-23 16:00:00,2019,7,23,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,300,0,0,0,0,0,0,0,0,0,1200,300,0,0,0,0,0,0,0,0,0,0,100,0,2900,0,0,0,0,0,0,0,0,1000,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,5600,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,11000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20190723,North Stradbroke,-27.345,153.562,2019-07-23 10:20:00,2019,7,23,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902.71,0,0,0,0,0,401.2,0,0,0,4312.94,0,300.9,0,0,0,0,0,0,0,0,0,0,0,1705.12,0,0,0,0,2708.12,0,0,0,0,0,0,100.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.6,0,200.6,0,0,0,0,0,0,0,0,0,0,0,0,200.6,401.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.3,100.3,0,0,0,13440.32,0,0,0,0,0,0,0,0,501.5,0,0,0,802.41,0,0,0,0,0,0,501.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,2019,7,11,09:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.69,0,0,0,0,0,0,0,0,0,461.54,153.84,179.49,0,0,0,0,76.92,0,0,0,25.64,0,0,307.69,0,0,0,0,25.64,0,0,0,256.41,0,0,179.49,0,0,0,0,0,0,0,0,0,0,0,128.21,0,0,0,0,0,0,76.92,0,0,0,0,51.28,0,0,0,0,0,0,0,0,102.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64,0,0,0,76.92,0,0,0,0,0,25.64,0,102.56,25.64,0,0,51.28,25.64,0,0,923.08,0,0,0,0,0,0,0,0,51.28,0,51.28,0,0,0,0,0,0,0,0,435.89,410.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20190703,Yongala,-19.30847,147.61842,2019-07-03 10:50:00,2019,7,3,10:50:00,0,0,0,0,0,0,0,0,10.42,0,0,0,0,0,0,0,0,2291.67,0,0,0,0,0,1770.83,0,0,0,7083.34,0,625,0,0,10.42,1041.67,0,0,0,10.42,0,0,0,1562.5,0,0,0,0,1666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.84,0,104.17,0,0,0,0,312.5,0,0,0,0,0,0,0,312.5,13958.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.33,0,0,0,0,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4583.33,0,0,0,0,0,0,0,54166.67,0,0,0,0,0,10.42,0,0,0,0,0
PHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,2019,6,27,09:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.02,0,0,0,0,0,0,0,0,0,0,0,25.25,0,429.29,0,0,0,0,0,0,25.25,0,126.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,227.27,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,0,0,0,0,0,0,0,50.51,0,0,0,0,404.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.01,959.6,0,0,0,0,0,0,1262.63,0,0,0,0,0,0,0,0,0,0,0
MAI20190624,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00,2019,6,24,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,101.11,0,0,0,0,0,0,0,0,151.67,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.95,0,0,0,75.83,0,0,0,0,0,0,0,101.11,50.56,75.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.28,0,0,0,0,0,0,0,50.56,0,0,25.28,0,0,25.28,0,126.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.5,0,0,50.56,0,0,0,0,0,0,0,303.34,0,25.28,0,0,0,0,0
ROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,2019,6,21,09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.01,0,0,0,0,0,0,0,0,0,1452.14,66.01,462.05,0,0,0,66.01,99.01,0,0,0,33,0,0,1155.12,0,0,0,0,132.01,0,0,0,132.01,0,0,132.01,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,99.01,0,132.01,0,0,0,0,66.01,0,0,0,0,0,0,66.01,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.02,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,33,66.01,0,0,2211.22,33,0,0,0,0,0,0,0,264.02,0,66.01,0,0,0,0,0,0,0,0,1122.11,363.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20190618,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00,2019,6,18,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440.25,0,0,0,0,0,0,0,0,0,12257.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2247.19,0,0,0,0,1021.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.29,0,0,0,0,0,0,0,204.29,12053.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.58,0,0,0,0,23697.65,0,0,0,0,0,0,0,0,612.87,0,0,0,0,0,0,0,0,0,0,204.29,1430.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20190529,Darwin,-12.4,130.76805,2019-05-30 08:39:00,2019,5,30,08:39:00,0,0,0,0,0,0,0,0,0,938.02,0,0,0,67,0,0,603.02,1005.03,0,0,0,0,0,0,0,0,0,3685.09,134,0,0,0,0,0,0,0,0,0,0,134,0,2546.06,0,0,0,0,1072.03,0,0,0,469.01,0,0,134,335.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670.02,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,1072.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.01,201.01,0,0,0,0,0,0,0,0,0,1474.04,0,0,0,0,0,67,0,1809.05,0,0,0,0,0,0,0,0,1876.04,0,0,0,0,0,0,0,0,0,0,670.02,402.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20190528,Yongala,-19.30847,147.61842,2019-05-28 10:25:00,2019,5,28,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6565.66,0,0,0,0,0,1010.1,0,0,0,14141.42,4713.8,168.35,0,0,0,505.05,0,0,0,0,0,0,0,2356.9,0,0,0,0,505.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.7,0,0,0,0,0,0,0,0,1010.1,0,505.05,0,336.7,0,0,2693.6,0,0,0,0,0,0,0,841.75,4545.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.35,0,0,0,168.35,0,0,0,0,0,0,0,0,0,0,168.35,0,0,0,0,9090.91,0,0,0,0,0,168.35,0,0,3703.7,0,168.35,0,505.05,0,0,0,0,0,0,6397.31,0,0,0,0,0,0,0,26868.69,0,0,0,0,0,0,0,0,0,0,0
NSI20190527,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00,2019,5,27,10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9361.7,0,0,0,0,0,1914.89,0,0,0,19148.93,1914.89,212.77,0,0,0,1914.89,0,0,0,0,0,0,0,2978.72,0,0,0,0,5531.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.3,0,0,0,0,0,0,212.77,0,0,0,0,0,0,0,0,8723.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.77,0,0,0,0,0,0,0,0,0,0,638.3,0,0,0,0,12340.42,212.77,0,0,0,0,0,0,0,1276.59,0,0,0,1063.83,0,0,0,0,0,0,851.06,1276.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20190527,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,2019,5,27,09:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.06,0,0,0,0,0,33,0,0,0,2376.24,660.07,330.03,0,0,0,0,33,0,0,0,33,33,0,330.03,0,0,0,33,66.01,0,0,0,198.02,33,0,33,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,132.01,0,198.02,0,0,0,0,198.02,0,0,0,0,0,0,0,66.01,1485.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.03,0,0,0,66.01,0,0,0,0,0,0,0,33,0,0,0,33,99.01,0,0,2046.2,0,0,0,0,0,33,0,0,99.01,0,66.01,0,0,0,0,0,0,0,0,231.02,132.01,0,0,0,0,0,0,3960.4,0,0,0,33,0,0,0,0,0,0,0
