SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,PHYTO_ABUNDANCE_M3
167-36,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,3333.3
167-36,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
167-37,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,13333.3
165-43,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
165-67,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,6666.7
166-34,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
166-37,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000
166-41,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,33333.3
166-42,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7
166-43,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
169-41,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,6666.7
169-77,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,6666.7
166-13,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,33333.3
166-15,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
135-25,Tripos fusus type,Dinoflagellate,Tripos (Amphiceratium),fusus type,3333.3
135-41,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
89-6,Foraminifera,Foraminifera,(null),(null),666.7
91-38,Foraminifera,Foraminifera,(null),(null),666.7
159-6,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,6666.7
159-31,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3
159-41,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
159-42,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
159-46,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
166-22,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3
166-28,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7
166-56,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
166-56,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
166-59,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
166-63,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
166-67,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
166-70,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3
164-18,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,6666.7
160-53,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7
160-78,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
160-79,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
160-83,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
164-38,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
164-39,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3
164-51,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
164-75,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3
164-76,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
164-80,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
164-86,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7
169-9,Ciliate (Inc. tintinnid),Ciliate,(null),(null),3333.3
160-43,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
160-52,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
161-56,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
161-78,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
161-86,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
162-23,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7
162-27,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
162-29,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
162-31,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7
162-63,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,3333.3
165-1,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
165-5,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
159-30,Proboscia truncata,Centric diatom,Proboscia,truncata,3333.3
165-16,Guinardia spp.,Centric diatom,Guinardia,spp.,13333.3
165-21,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
165-21,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3
165-50,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
165-37,Foraminifera,Foraminifera,(null),(null),666.7
167-28,Foraminifera,Foraminifera,(null),(null),666.7
167-56,Foraminifera,Foraminifera,(null),(null),666.7
167-60,Foraminifera,Foraminifera,(null),(null),666.7
166-37,Foraminifera,Foraminifera,(null),(null),666.7
164-29,Foraminifera,Foraminifera,(null),(null),666.7
135-37,Foraminifera,Foraminifera,(null),(null),666.7
135-37,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,666.7
144-1,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
144-3,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,13333.3
144-4,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,30000
144-18,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,20000
144-21,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
144-27,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6666.7
144-28,Corethron spp.,Centric diatom,Corethron,spp.,3333.3
144-30,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000
144-44,Centric diatom,Centric diatom,(null),(null),3333.3
144-52,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,30000
144-62,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
144-64,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
144-76,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,13333.3
144-81,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,20000
144-83,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
144-84,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
144-85,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,6666.7
145-2,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
145-5,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,53333.3
145-8,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,13333.3
145-9,Corethron spp.,Centric diatom,Corethron,spp.,3333.3
145-12,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
145-13,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,23333.3
145-14,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,23333.3
145-15,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,20000
145-18,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
145-19,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,13333.3
145-29,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,23333.3
145-41,Ciliate (Inc. tintinnid),Ciliate,(null),(null),3333.3
146-1,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
146-7,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
146-7,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,33333.3
146-9,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,13333.3
146-15,Pennate diatom,Pennate diatom,(null),(null),3333.3
146-17,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
146-24,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,10000
146-25,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,10000
146-34,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,20000
146-42,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
146-48,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
146-51,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,6666.7
146-62,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,33333.3
146-68,Chaetoceros socialis,Centric diatom,Chaetoceros (Hyalochaete),socialis,3333.3
146-71,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000
147-3,Chaetoceros socialis,Centric diatom,Chaetoceros (Hyalochaete),socialis,3333.3
147-4,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7
147-18,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3
147-21,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,10000
147-21,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3
147-22,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
147-23,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,23333.3
147-23,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,53333.3
147-26,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
147-28,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,40000
147-33,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3333.3
93-28,Foraminifera,Foraminifera,(null),(null),666.7
156-6,Foraminifera,Foraminifera,(null),(null),666.7
157-35,Foraminifera,Foraminifera,(null),(null),666.7
158-17,Foraminifera,Foraminifera,(null),(null),666.7
158-84,Foraminifera,Foraminifera,(null),(null),666.7
160-82,Foraminifera,Foraminifera,(null),(null),666.7
161-11,Foraminifera,Foraminifera,(null),(null),666.7
170-85,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3333.3
108-45,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,30300
183-29,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
209-2,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3
209-2,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
209-39,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6666.7
209-87,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
209-87,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3333.3
209-89,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7
213-45,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,3333.3
176-1,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
176-13,Proboscia spp.,Centric diatom,Proboscia,spp.,3333.3
176-21,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3
176-53,Proboscia spp.,Centric diatom,Proboscia,spp.,3333.3
155-16,Radiolarian,Radiozoa,(null),(null),666.7
178-5,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,3333.3
219-58,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000
220-80,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
221-2,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
211-65,Plastic,Other,(null),(null),666.7
135-21,Ceratocorys spp.,Dinoflagellate,Ceratocorys,spp.,666.7
170-45,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3333.3
181-9,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
136-37,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
61-17,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
176-73,Actinopoda,Radiozoa,(null),(null),10000
129-25,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
129-29,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
192-61,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3
189-117,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3
189-117,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,30000
182-13,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3333.3
190-13,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3333.3
215-58,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,20000
216-10,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3333.3
216-56,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
219-20,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
219-25,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3
219-29,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
219-48,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6666.7
135-13,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,666.7
108-1,Tripos ranipes,Dinoflagellate,Tripos (Tripoceratium),ranipes,673.3
176-65,Tripos candelabrus,Dinoflagellate,Tripos (Ceratium),candelabrus,666.7
215-67,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3333.3
215-75,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
220-2,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13333.3
220-6,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,23333.3
220-8,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10000
220-9,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,3333.3
220-9,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
147-39,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3333.3
147-46,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,10000
147-47,Chaetoceros socialis,Centric diatom,Chaetoceros (Hyalochaete),socialis,3333.3
147-47,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,6666.7
147-68,Ciliate (Inc. tintinnid),Ciliate,(null),(null),3333.3
147-75,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
147-79,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
147-84,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3
170-29,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
186-1,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,23333.3
187-37,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3
124-13,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,813.3
190-25,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
190-29,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,3333.3
296-41,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,6666.7
305-45,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
305-49,Nematocysts,Other,(null),(null),3333.3
305-65,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3
296-1,Plastic,Other,(null),(null),666.7
308-57,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
308-57,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,6666.7
296-37,Plastic,Other,(null),(null),666.7
304-37,Skeletonema spp.,Centric diatom,Skeletonema,spp.,3333.3
304-5,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,3333.3
304-5,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,20000
304-37,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,3333.3
304-33,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,46666.7
304-57,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
304-61,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,33333.3
304-73,Guinardia spp.,Centric diatom,Guinardia,spp.,6666.7
304-89,Foraminifera,Foraminifera,(null),(null),3333.3
304-53,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,666.7
321-52,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3403.3
321-61,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3403.3
321-66,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3403.3
304-85,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,666.7
306-61,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3
306-53,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,6666.7
306-57,Nematocysts,Other,(null),(null),3333.3
306-69,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3
244-61,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
65-29,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
297-17,Plastic,Other,(null),(null),666.7
298-9,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7
298-85,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
321-18,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3403.3
300-49,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,666.7
321-40,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3403.3
240-41,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,666.7
244-45,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
65-37,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
300-21,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3
269-41,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,3333.3
300-1,Tintinnina ,Ciliate,(null),(null),666.7
269-49,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,3333.3
300-89,Plastic,Other,(null),(null),666.7
302-17,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7
300-13,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,6666.7
299-73,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3
302-33,Guinardia spp.,Centric diatom,Guinardia,spp.,3333.3
302-45,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,10000
302-41,Grammatophora spp.,Pennate diatom,Grammatophora,spp.,3333.3
302-53,Guinardia spp.,Centric diatom,Guinardia,spp.,10000
321-47,Corethron spp.,Centric diatom,Corethron,spp.,3403.3
305-21,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,3333.3
323-73,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
330-81,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,3333.3
330-25,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,3333.3
343-9,Guinardia striata,Centric diatom,Guinardia,striata,13333.3
343-9,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,3333.3
343-13,Spicule,Other,(null),(null),3333.3
350-57,Chaetoceros messanense,Centric diatom,Chaetoceros (Hyalochaete),messanense,10000
350-53,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,3333.3
350-69,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
343-25,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,3333.3
343-29,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
343-45,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,80000
359-61,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3
343-21,Amphisolenia spp.,Dinoflagellate,Amphisolenia,spp.,666.7
343-53,Nematocysts,Other,(null),(null),3333.3
343-53,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3
359-37,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
343-45,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
343-65,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
349-9,Tripos fusus type,Dinoflagellate,Tripos (Amphiceratium),fusus type,3333.3
344-1,Tintinnopsis spp.,Ciliate,Tintinnopsis,spp.,3333.3
344-25,Nitzschia cf. bicapitata,Pennate diatom,Nitzschia,cf. bicapitata,3333.3
301-49,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),3333.3
324-21,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3
324-25,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,13333.3
324-37,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
325-33,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3
325-45,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,3333.3
325-45,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3333.3
324-81,Plastic,Other,(null),(null),666.7
346-5,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,10000
315-55,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,20000
315-52,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
315-51,Corethron pennatum,Centric diatom,Corethron,pennatum,10000
315-47,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,3333.3
315-47,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
325-37,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3
322-45,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,3333.3
346-65,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,666.7
315-29,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
346-37,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,666.7
315-13,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,3333.3
315-3,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,3333.3
325-1,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,666.7
325-5,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
