SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,PHYTO_ABUNDANCE_M3,BIOVOL_UM3_M3
156-4,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,10000,63711445.2
156-5,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
156-6,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
156-7,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,33333.3,15999999.99999999999999999999999999999998
156-8,Proboscia alata,Centric diatom,Proboscia,alata,3333.3,221220295.833333333333333333333333333333
156-11,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,10000,4800000
156-12,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,1272343950.000000000000000000000000000001
156-12,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,6666.7,47123849.99999999999999999999999999999999
156-13,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3,23561925.00000000000000000000000000000001
156-14,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,1272343950.000000000000000000000000000001
156-16,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
156-16,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,30000,78791077.2
156-16,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,20000,9600000
156-17,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
156-18,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,1272343950.000000000000000000000000000001
156-23,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,13333.3,84948593.59999999999999999999999999999979
156-29,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
157-7,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
157-8,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
157-8,Rhizosolenia chunii,Centric diatom,Rhizosolenia,chunni,3333.3,389959283.52
157-12,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,6666.7,1024833333.333333333333333333333333333333
157-17,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3,53681395.52666666666666666666666666666669
157-20,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,30000,78791077.2
157-21,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,33333.3,46731151.24999999999999999999999999999995
157-26,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,30000,42058036.125
157-28,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3,36651883.33333333333333333333333333333335
157-30,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,33333.3,15999999.99999999999999999999999999999998
157-33,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3333.3,124572770.138888888888888888888888888889
157-34,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
157-35,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
157-36,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,3333.3,257359052.800000000000000000000000000001
157-36,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,10000,70685775
157-37,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7,2126676128.913916666666666666666666666666
157-37,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,6666.7,9346230.25
157-46,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,6666.7,125663600
157-46,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,40000,19200000
157-47,Chaetoceros pendulus,Centric diatom,Chaetoceros,pendulus,6666.7,12882482.49375
157-49,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,23333.3,73303766.66666666666666666666666666666656
157-53,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
158-1,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
158-8,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,1272343950.000000000000000000000000000001
158-10,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
158-11,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3,53681395.52666666666666666666666666666669
158-12,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000,31415900
158-17,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
158-18,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,1272343950.000000000000000000000000000001
158-22,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,23333.3,61281948.93333333333333333333333333333325
158-22,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,33333.3,15999999.99999999999999999999999999999998
158-23,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,30000,42058036.125
158-23,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,20000,9600000
158-24,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,13333.3,84948593.59999999999999999999999999999979
158-28,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,13333.3,78539749.9999999999999999999999999999998
158-31,Proboscia truncata,Centric diatom,Proboscia,truncata,3333.3,221220295.833333333333333333333333333333
158-36,Radiolarian,Radiozoa,(null),(null),3333.3,1745327.77777777777777777777777777777778
158-37,Chaetoceros bulbosus,Centric diatom,Chaetoceros,bulbosus,6666.7,20498874.74999999999999999999999999999999
158-40,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3,4673115.125
158-40,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
158-40,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000,857812500
158-47,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3,53681395.52666666666666666666666666666669
158-47,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,23333.3,7443366451.198708333333333333333333333323
158-57,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,23333.3,137444562.5
158-59,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,10000,14019345.375
158-61,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,3333.3,31415900.00000000000000000000000000000002
158-64,Corethron pennatum,Centric diatom,Corethron,pennatum,13333.3,390953422.222222222222222222222222222222
158-65,Eucampia antarctica,Centric diatom,Eucampia,antarctica,3333.3,66451173.4791666666666666666666666666667
158-70,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,10000,109955650
158-77,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3,4673115.125
158-78,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,33333.3,87545641.33333333333333333333333333333325
158-78,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
158-83,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3,5654862
158-84,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
159-6,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6666.7,42474296.79999999999999999999999999999999
159-6,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,6666.7,1024833333.333333333333333333333333333333
159-30,Proboscia truncata,Centric diatom,Proboscia,truncata,3333.3,221220295.833333333333333333333333333333
159-31,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3,36651883.33333333333333333333333333333335
159-37,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7,2126676128.913916666666666666666666666666
159-46,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
159-52,Proboscia alata,Centric diatom,Proboscia,alata,6666.7,442440591.666666666666666666666666666667
159-53,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3,53681395.52666666666666666666666666666669
159-55,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,13333.3,18692460.49999999999999999999999999999995
159-67,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3,21237148.40000000000000000000000000000001
159-68,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000,31415900
159-74,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6666.7,42474296.79999999999999999999999999999999
159-76,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3,21237148.40000000000000000000000000000001
160-8,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
160-17,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
160-43,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
160-52,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
160-53,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
160-78,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3,142968750
160-79,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
160-82,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
160-83,Proboscia alata,Centric diatom,Proboscia,alata,3333.3,221220295.833333333333333333333333333333
161-6,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3,1272343950.000000000000000000000000000001
161-11,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
161-18,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
161-33,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
161-33,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3,142968750
161-44,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,6666.7,15707950
161-50,Proboscia alata,Centric diatom,Proboscia,alata,3333.3,221220295.833333333333333333333333333333
161-56,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
161-78,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3,62831800.00000000000000000000000000000003
159-41,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
159-42,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7,39269874.99999999999999999999999999999999
194-1,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
194-21,Ciliate (Inc. tintinnid),Ciliate,(null),(null),3333.3,34088433.15972222222222222222222222222202
193-25,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,666.7,490873437.499999999999999999999999999999
124-13,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,813.3,52806637.24444444444444444444444444444443
155-3,Dactyliosolen tenuijunctus,Centric diatom,Dactyliosolen,tenuijunctus,3333.3,7740092.3625
155-4,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,20000,117809625
155-5,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
155-6,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
155-16,Radiolarian,Radiozoa,(null),(null),666.7,349065.5555555555555555555555555555555545
163-40,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
163-61,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
164-18,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,6666.7,47123849.99999999999999999999999999999999
164-29,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
165-67,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,6666.7,11309724
167-15,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3333.3,69813111.11111111111111111111111111111137
167-28,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
167-32,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,3333.3,18849540000.0000000000000000000000000001
167-34,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,23333.3,137444562.5
167-36,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,3333.3,18849540000.0000000000000000000000000001
167-36,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
167-37,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,13333.3,251327199.999999999999999999999999999999
167-56,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
167-60,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
166-13,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,33333.3,1429687499.999999999999999999999999999999
166-15,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
166-22,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3,571874999.999999999999999999999999999999
166-28,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
166-34,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
166-37,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000,857812500
166-37,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
166-41,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,33333.3,1429687499.999999999999999999999999999999
166-42,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7,195476711.111111111111111111111111111111
166-43,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
166-56,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
166-56,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3,4673115.125
166-59,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
166-63,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3,4673115.125
166-67,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3,4673115.125
166-70,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3,5654862
169-9,Ciliate (Inc. tintinnid),Ciliate,(null),(null),3333.3,34088433.15972222222222222222222222222202
169-41,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,6666.7,59999999.99999999999999999999999999999999
169-49,Plastic,Other,(null),(null),666.7,(null)
169-77,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,6666.7,1884954000.000000000000000000000000000008
183-29,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
178-5,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,3333.3,216420644.444444444444444444444444444445
178-73,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,20000,9424770000.00000000000000000000000000004
170-29,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3,1005308.8
170-45,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3333.3,69813111.11111111111111111111111111111137
170-85,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3333.3,6824231.61111111111111111111111111111112
184-29,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3,13635373.26388888888888888888888888888887
187-9,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,6666.7,27270746.52777777777777777777777777777773
164-38,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
164-39,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3,218165.972222222222222222222222222222222
164-51,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
164-75,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3,21237148.40000000000000000000000000000001
164-76,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
164-80,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
164-86,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
165-1,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
165-5,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
165-16,Guinardia spp.,Centric diatom,Guinardia,spp.,13333.3,335102933.333333333333333333333333333332
165-21,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
165-21,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3,571874999.999999999999999999999999999999
165-37,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
165-43,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000,428906250
165-50,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
161-86,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
