SAMPLE,NRS_CODE,TAXON_NAME,TAXON_PER_M3
13614,NSI20150907,"Notosudidae - undifferentiated",0.007
13614,NSI20150907,"Macroramphosus spp.",0.041
13614,NSI20150907,"Scorpaenidae - undifferentiated",0.007
13614,NSI20150907,"Triglidae & Peristediidae - undifferentiated",0.034
13614,NSI20150907,"Platycephalidae - undifferentiated",0.007
13614,NSI20150907,"Pegasus spp.",0.034
13614,NSI20150907,"Serranidae subfam. Anthiinae",0.075
13614,NSI20150907,"Pelates spp.",0.02
13614,NSI20150907,"Sillago flindersi",0.014
13614,NSI20150907,"Trachurus novaezelandiae",1.307
13614,NSI20150907,"Nemipteridae - undifferentiated",0.007
13614,NSI20150907,"Lethrinus spp.",0.027
13614,NSI20150907,"Acanthopagrus australis",0.02
13614,NSI20150907,"Pomacentridae - undifferentiated",0.007
13614,NSI20150907,"Labridae - undifferentiated",0.402
13614,NSI20150907,"Pinguipedidae - undifferentiated",0.007
13614,NSI20150907,"Callionymidae - undifferentiated",0.014
13614,NSI20150907,"Gempylidae - undifferentiated",0.007
13614,NSI20150907,"Scomber australasicus",0.116
13614,NSI20150907,"Engyprosopon spp.",0.109
13616,MAI20151118,"Triglidae & Peristediidae - undifferentiated",0.002
13616,MAI20151118,"Lepidotrigla spp.",0.002
13616,MAI20151118,"Lophonectes gallus",0.005
13616,MAI20151118,"Myctophidae - undifferentiated",0.003
13616,MAI20151118,"Lepidotrigla spp.",0.003
13616,MAI20151118,"Labridae - undifferentiated",0.003
13616,MAI20151118,"Tripterygiidae - undifferentiated",0.003
13616,MAI20151118,"Lophonectes gallus",0.003
13617,MAI20150723,"Scorpaenidae - undifferentiated",0.006
13617,MAI20150723,"Pleuronectidae - undifferentiated",0.003
13617,MAI20150723,""Superclass" Pisces - undifferentiated",0.004
13617,MAI20150723,"Lepidotrigla spp.",0.031
13617,MAI20150723,"Sillago flindersi",0.004
13617,MAI20150723,"Clinidae - undifferentiated",0.004
13617,MAI20150723,"Pleuronectidae - undifferentiated",0.004
13618,NSI20151027,"Sardinops sagax",0.006
13618,NSI20151027,"Synodontidae - undifferentiated",0.012
13618,NSI20151027,"Bregmaceros spp.",0.012
13618,NSI20151027,"Triglidae & Peristediidae - undifferentiated",0.012
13618,NSI20151027,"Platycephalidae - undifferentiated",0.018
13618,NSI20151027,"Sillago robusta",0.006
13618,NSI20151027,"Trachurus novaezelandiae",0.006
13618,NSI20151027,"Lutjanidae - undifferentiated",0.012
13618,NSI20151027,"Nemipteridae - undifferentiated",0.029
13618,NSI20151027,"Chrysophrys auratus",0.012
13618,NSI20151027,"Labridae - undifferentiated",0.012
13618,NSI20151027,"Callionymidae - undifferentiated",0.018
13618,NSI20151027,"Gobiidae - undifferentiated",0.029
13618,NSI20151027,"Scombridae - undifferentiated",0.029
13618,NSI20151027,"Scomber australasicus",0.07
13618,NSI20151027,"Engyprosopon spp.",0.023
13618,NSI20151027,"Monacanthidae - undifferentiated",0.006
13618,NSI20151027,"Sardinops sagax",0.006
13618,NSI20151027,"Synodontidae - undifferentiated",0.006
13618,NSI20151027,"Bregmaceros spp.",0.006
13618,NSI20151027,"Triglidae & Peristediidae - undifferentiated",0.006
13618,NSI20151027,"Lutjanidae - undifferentiated",0.006
13618,NSI20151027,"Nemipteridae - undifferentiated",0.013
13618,NSI20151027,"Lethrinus spp.",0.019
13618,NSI20151027,"Chrysophrys auratus",0.006
13618,NSI20151027,"Mullidae - undifferentiated",0.006
13618,NSI20151027,"Chaetodontidae - undifferentiated",0.006
13618,NSI20151027,"Pomacentridae - undifferentiated",0.006
13618,NSI20151027,"Labridae - undifferentiated",0.019
13618,NSI20151027,"Callionymidae - undifferentiated",0.025
13618,NSI20151027,"Gobiidae - undifferentiated",0.013
13618,NSI20151027,"Scombridae - undifferentiated",0.038
13618,NSI20151027,"Scomber australasicus",0.069
13618,NSI20151027,"Engyprosopon spp.",0.013
13618,NSI20151027,"Monacanthidae - undifferentiated",0.006
13619,NSI20151119,""Superclass" Pisces - undifferentiated",0.008
13619,NSI20151119,"Sardinops sagax",0.016
13619,NSI20151119,"Scorpaenidae - undifferentiated",0.008
13619,NSI20151119,"Dactyloptena spp.",0.016
13619,NSI20151119,"Serranidae subfam. Anthiinae",0.008
13619,NSI20151119,"Trachurus novaezelandiae",0.008
13619,NSI20151119,"Lutjanidae - undifferentiated",0.016
13619,NSI20151119,"Nemipteridae - undifferentiated",0.062
13619,NSI20151119,"Lethrinus spp.",0.008
13619,NSI20151119,"Mullidae - undifferentiated",0.093
13619,NSI20151119,"Labridae - undifferentiated",0.031
13619,NSI20151119,"Callionymidae - undifferentiated",0.008
13619,NSI20151119,"Gobiidae - undifferentiated",0.093
13619,NSI20151119,"Scombridae - undifferentiated",0.078
13619,NSI20151119,"Engyprosopon spp.",0.008
13619,NSI20151119,"Monacanthidae - undifferentiated",0.008
13619,NSI20151119,""Superclass" Pisces - undifferentiated",0.008
13619,NSI20151119,"Sardinops sagax",0.008
13619,NSI20151119,"Scorpaenidae - undifferentiated",0.008
13619,NSI20151119,"Dactyloptena spp.",0.008
13619,NSI20151119,"Serranidae subfam. Epinephelinae",0.008
13619,NSI20151119,"Trachurus novaezelandiae",0.016
13619,NSI20151119,"Lutjanidae - undifferentiated",0.032
13619,NSI20151119,"Nemipteridae - undifferentiated",0.072
13619,NSI20151119,"Lethrinus spp.",0.008
13619,NSI20151119,"Labridae - undifferentiated",0.016
13619,NSI20151119,"Callionymidae - undifferentiated",0.032
13619,NSI20151119,"Gobiidae - undifferentiated",0.056
13619,NSI20151119,"Scombridae - undifferentiated",0.032
13619,NSI20151119,"Scomber australasicus",0.008
13619,NSI20151119,"Engyprosopon spp.",0.024
13619,NSI20151119,"Monacanthidae - undifferentiated",0.008
13620,PHB20150723,"Sardinops sagax",0.007
13620,PHB20150723,"Sillago flindersi",0.007
13620,PHB20150723,"Lophonectes gallus",0.007
13620,PHB20150723,""Superclass" Pisces - undifferentiated",0.005
13620,PHB20150723,"Sardinops sagax",0.06
13620,PHB20150723,"Platycephalidae - undifferentiated",0.005
13620,PHB20150723,"Sillago flindersi",0.016
13620,PHB20150723,"Mullidae - undifferentiated",0.016
13620,PHB20150723,"Scorpis spp.",0.005
13620,PHB20150723,"Lophonectes gallus",0.011
13621,PHB20150630,"Sardinops sagax",0.038
13621,PHB20150630,"Engraulis australis",0.003
13621,PHB20150630,"Myctophidae - undifferentiated",0.038
13621,PHB20150630,"Platycephalidae - undifferentiated",0.003
13621,PHB20150630,"Acanthistius spp.",0.007
13621,PHB20150630,"Sillago flindersi",0.003
13621,PHB20150630,"Trachurus novaezelandiae",0.042
13621,PHB20150630,"Lophonectes gallus",0.007
13621,PHB20150630,""Superclass" Pisces - undifferentiated",0.006
13621,PHB20150630,"Etrumeus teres",0.006
13621,PHB20150630,"Sardinops sagax",0.103
13621,PHB20150630,"Myctophidae - undifferentiated",0.097
13621,PHB20150630,"Platycephalidae - undifferentiated",0.018
13621,PHB20150630,"Acanthistius spp.",0.012
13621,PHB20150630,"Trachurus novaezelandiae",0.103
13621,PHB20150630,"Lophonectes gallus",0.06
13621,PHB20150630,"Engyprosopon spp.",0.006
13622,PHB20150819,"Sardinops sagax",0.017
13622,PHB20150819,"Myctophidae - undifferentiated",0.017
13622,PHB20150819,"Macroramphosus spp.",0.025
13622,PHB20150819,"Triglidae & Peristediidae - undifferentiated",0.008
13622,PHB20150819,"Platycephalidae - undifferentiated",0.008
13622,PHB20150819,"Serranidae subfam. Epinephelinae",0.037
13622,PHB20150819,"Acanthistius spp.",0.012
13622,PHB20150819,"Pelates spp.",0.004
13622,PHB20150819,"Sillago flindersi",0.004
13622,PHB20150819,"Trachurus novaezelandiae",0.15
13622,PHB20150819,"Scorpis spp.",0.004
13622,PHB20150819,"Labridae - undifferentiated",0.004
13622,PHB20150819,"Gobiidae - undifferentiated",0.004
13622,PHB20150819,"Scomber australasicus",0.025
13622,PHB20150819,"Lophonectes gallus",0.037
13622,PHB20150819,"Monacanthidae - undifferentiated",0.071
13622,PHB20150819,"Sardinops sagax",0.006
13622,PHB20150819,"Gonostomatidae - undifferentiated",0.003
13622,PHB20150819,"Myctophidae - undifferentiated",0.006
13622,PHB20150819,"Scorpaenidae - undifferentiated",0.003
13622,PHB20150819,"Triglidae & Peristediidae - undifferentiated",0.009
13622,PHB20150819,"Platycephalidae - undifferentiated",0.006
13622,PHB20150819,"Serranidae subfam. Epinephelinae",0.003
13622,PHB20150819,"Acanthistius spp.",0.003
13622,PHB20150819,"Sillago flindersi",0.003
13622,PHB20150819,"Trachurus novaezelandiae",0.129
13622,PHB20150819,"Chrysophrys auratus",0.003
13622,PHB20150819,"Scomber australasicus",0.006
13622,PHB20150819,"Lophonectes gallus",0.018
13622,PHB20150819,"Monacanthidae - undifferentiated",0.039
13623,MAI20150811,""Superclass" Pisces - undifferentiated",0.006
13623,MAI20150811,"Clinidae - undifferentiated",0.006
13623,MAI20150811,"Seriolella spp.",0.009
13623,MAI20150811,""Superclass" Pisces - undifferentiated",0.006
13623,MAI20150811,"Sardinops sagax",0.003
13623,MAI20150811,"Gaidropsarus spp.",0.006
13623,MAI20150811,"Scorpaenidae - undifferentiated",0.006
13623,MAI20150811,"Helicolenus spp.",0.003
13623,MAI20150811,"Clinidae - undifferentiated",0.028
13623,MAI20150811,"Pleuronectidae - undifferentiated",0.003
13624,KAI20150909,"Emmelichthys nitidus",0.006
13624,KAI20150909,"Triglidae & Peristediidae - undifferentiated",0.005
13624,KAI20150909,"Emmelichthys nitidus",0.016
13625,KAI20151116,"Creedia spp.",0.006
13625,KAI20151116,"Clupeidae - undifferentiated",0.006
13625,KAI20151116,"Labridae - undifferentiated",0.006
13625,KAI20151116,"Percophidae - undifferentiated",0.006
13626,PHB20151013,"Sardinops sagax",0.004
13626,PHB20151013,"Myctophidae - undifferentiated",0.026
13626,PHB20151013,"Macroramphosus spp.",0.004
13626,PHB20151013,"Scorpaenidae - undifferentiated",0.004
13626,PHB20151013,"Serranidae subfam. Epinephelinae",0.013
13626,PHB20151013,"Trachurus novaezelandiae",0.013
13626,PHB20151013,"Pseudocaranx georgianus",0.009
13626,PHB20151013,"Brama spp.",0.004
13626,PHB20151013,"Pomacentridae - undifferentiated",0.009
13626,PHB20151013,"Rexea solandri",0.004
13626,PHB20151013,"Scomber australasicus",0.009
13626,PHB20151013,"Lophonectes gallus",0.026
13626,PHB20151013,"Gonostomatidae - undifferentiated",0.003
13626,PHB20151013,"Myctophidae - undifferentiated",0.012
13626,PHB20151013,"Macroramphosus spp.",0.006
13626,PHB20151013,"Scorpaenidae - undifferentiated",0.006
13626,PHB20151013,"Pegasus spp.",0.003
13626,PHB20151013,"Serranidae subfam. Epinephelinae",0.006
13626,PHB20151013,"Pelates spp.",0.006
13626,PHB20151013,"Pseudocaranx georgianus",0.003
13626,PHB20151013,"Pomacentridae - undifferentiated",0.006
13626,PHB20151013,"Scomber australasicus",0.003
13626,PHB20151013,"Lophonectes gallus",0.006
13627,PHB20151115,"Sardinops sagax",0.02
13627,PHB20151115,"Engraulis australis",0.008
13627,PHB20151115,"Macroramphosus spp.",0.004
13627,PHB20151115,"Triglidae & Peristediidae - undifferentiated",0.004
13627,PHB20151115,"Platycephalidae - undifferentiated",0.008
13627,PHB20151115,"Pelates spp.",0.004
13627,PHB20151115,"Sillago flindersi",0.012
13627,PHB20151115,"Trachurus novaezelandiae",0.036
13627,PHB20151115,"Pseudocaranx georgianus",0.069
13627,PHB20151115,"Arripis trutta",0.036
13627,PHB20151115,"Lutjanidae - undifferentiated",0.004
13627,PHB20151115,"Mullidae - undifferentiated",0.016
13627,PHB20151115,"Girella tricuspidata",0.004
13627,PHB20151115,"Pomacentridae - undifferentiated",0.004
13627,PHB20151115,"Creedia spp.",0.004
13627,PHB20151115,"Callionymidae - undifferentiated",0.004
13627,PHB20151115,"Gobiidae - undifferentiated",0.008
13627,PHB20151115,"Lophonectes gallus",0.02
13627,PHB20151115,"Bothidae - undifferentiated",0.004
13627,PHB20151115,"Sardinops sagax",0.034
13627,PHB20151115,"Engraulis australis",0.006
13627,PHB20151115,"Macroramphosus spp.",0.011
13627,PHB20151115,"Platycephalidae - undifferentiated",0.017
13627,PHB20151115,"Sillago flindersi",0.039
13627,PHB20151115,"Trachurus novaezelandiae",0.039
13627,PHB20151115,"Pseudocaranx georgianus",0.089
13627,PHB20151115,"Arripis trutta",0.011
13627,PHB20151115,"Lethrinus spp.",0.006
13627,PHB20151115,"Pempheris spp.",0.006
13627,PHB20151115,"Girella tricuspidata",0.006
13627,PHB20151115,"Pomacentridae - undifferentiated",0.017
13627,PHB20151115,"Gobiidae - undifferentiated",0.006
13627,PHB20151115,"Lophonectes gallus",0.006
13628,MAI20151216,"Sardinops sagax",0.015
13628,MAI20151216,"Myctophidae - undifferentiated",0.005
13628,MAI20151216,"Lepidotrigla spp.",0.02
13628,MAI20151216,"Trachurus declivis",0.066
13628,MAI20151216,"Lophonectes gallus",0.005
13628,MAI20151216,"Monacanthidae - undifferentiated",0.01
13628,MAI20151216,""Superclass" Pisces - undifferentiated",0.002
13628,MAI20151216,"Trachurus declivis",0.004
13628,MAI20151216,"Callionymidae - undifferentiated",0.002
13628,MAI20151216,"Monacanthidae - undifferentiated",0.017
13629,NSI20151216,""Superclass" Pisces - undifferentiated",0.009
13629,NSI20151216,"Gonostomatidae - undifferentiated",0.009
13629,NSI20151216,"Myctophidae - undifferentiated",0.005
13629,NSI20151216,"Scorpaenidae - undifferentiated",0.005
13629,NSI20151216,"Serranidae subfam. Anthiinae",0.005
13629,NSI20151216,"Priacanthidae - undifferentiated",0.019
13629,NSI20151216,"Carangidae - undifferentiated",0.019
13629,NSI20151216,"Lutjanidae - undifferentiated",0.046
13629,NSI20151216,"Lethrinus spp.",0.005
13629,NSI20151216,"Gobiidae - undifferentiated",0.014
13629,NSI20151216,"Microdesmidae - undifferentiated",0.005
13629,NSI20151216,"Acanthuridae - undifferentiated",0.005
13629,NSI20151216,"Scombridae - undifferentiated",0.074
13629,NSI20151216,"Scomber australasicus",0.019
14085,NSF20151216,""Superclass" Pisces - undifferentiated",0.014
14085,NSF20151216,"Etrumeus teres",0.005
14085,NSF20151216,"Myctophidae - undifferentiated",0.037
14085,NSF20151216,"Dactyloptena spp.",0.005
14085,NSF20151216,"Serranidae subfam. Anthiinae",0.005
14085,NSF20151216,"Priacanthidae - undifferentiated",0.019
14085,NSF20151216,"Carangidae - undifferentiated",0.019
14085,NSF20151216,"Lutjanidae - undifferentiated",0.028
14085,NSF20151216,"Nemipteridae - undifferentiated",0.005
14085,NSF20151216,"Lethrinus spp.",0.014
14085,NSF20151216,"Trichonotus spp.",0.005
14085,NSF20151216,"Gobiidae - undifferentiated",0.023
14085,NSF20151216,"Microdesmidae - undifferentiated",0.005
14085,NSF20151216,"Acanthuridae - undifferentiated",0.023
14085,NSF20151216,"Scombridae - undifferentiated",0.145
14085,NSF20151216,"Nomeidae - undifferentiated",0.009
14085,NSF20151216,"Engyprosopon spp.",0.009
14085,NSF20151216,"Monacanthidae - undifferentiated",0.005
14085,NSF20151216,"Order Anguilliformes - undifferentiated",0.005
13630,NSI20160120,""Superclass" Pisces - undifferentiated",0.007
13630,NSI20160120,"Gonostomatidae - undifferentiated",0.007
13630,NSI20160120,"Myctophidae - undifferentiated",0.004
13630,NSI20160120,"Holocentridae - undifferentiated",0.018
13630,NSI20160120,"Antigonia spp.",0.011
13630,NSI20160120,"Pegasus spp.",0.004
13630,NSI20160120,"Serranidae subfam. Anthiinae",0.004
13630,NSI20160120,"Priacanthidae - undifferentiated",0.004
13630,NSI20160120,"Carangidae - undifferentiated",0.007
13630,NSI20160120,"Coryphaena spp.",0.007
13630,NSI20160120,"Lutjanidae - undifferentiated",0.014
13630,NSI20160120,"Nemipteridae - undifferentiated",0.011
13630,NSI20160120,"Mullidae - undifferentiated",0.007
13630,NSI20160120,"Chaetodontidae - undifferentiated",0.007
13630,NSI20160120,"Pomacentridae - undifferentiated",0.011
13630,NSI20160120,"Labridae - undifferentiated",0.011
13630,NSI20160120,"Plagiotremus spp.",0.004
13630,NSI20160120,"Gobiidae - undifferentiated",0.076
13630,NSI20160120,"Scombridae - undifferentiated",0.022
13630,NSI20160120,"Nomeidae - undifferentiated",0.004
13630,NSI20160120,"Balistidae - undifferentiated",0.007
13630,NSI20160120,"Monacanthidae - undifferentiated",0.004
13630,NSI20160120,"Tetraodontidae - undifferentiated",0.007
14086,NSF20160120,"Gonostomatidae - undifferentiated",0.013
14086,NSF20160120,"Chlorophthalmus spp.",0.004
14086,NSF20160120,"Myctophidae - undifferentiated",0.004
14086,NSF20160120,"Holocentridae - undifferentiated",0.004
14086,NSF20160120,"Antigonia spp.",0.004
14086,NSF20160120,"Scorpaenidae - undifferentiated",0.004
14086,NSF20160120,"Priacanthidae - undifferentiated",0.009
14086,NSF20160120,"Apogonidae - undifferentiated",0.004
14086,NSF20160120,"Carangidae - undifferentiated",0.004
14086,NSF20160120,"Coryphaena spp.",0.009
14086,NSF20160120,"Lutjanidae - undifferentiated",0.111
14086,NSF20160120,"Nemipteridae - undifferentiated",0.004
14086,NSF20160120,"Lethrinus spp.",0.004
14086,NSF20160120,"Chaetodontidae - undifferentiated",0.013
14086,NSF20160120,"Labridae - undifferentiated",0.017
14086,NSF20160120,"Gobiidae - undifferentiated",0.06
14086,NSF20160120,"Scombridae - undifferentiated",0.038
14086,NSF20160120,"Balistidae - undifferentiated",0.004
14086,NSF20160120,"Tetraodontidae - undifferentiated",0.013
13631,MAI20160209,"Sardinops sagax",0.006
13631,MAI20160209,"Sardinops sagax",0.01
13631,MAI20160209,"Syngnathidae - undifferentiated",0.002
13631,MAI20160209,"Cheilodactylus spp.",0.006
13631,MAI20160209,"Lophonectes gallus",0.014
13632,MAI20160303,""Superclass" Pisces - undifferentiated",0.002
13632,MAI20160303,"Sardinops sagax",0.023
13632,MAI20160303,"Stigmatopora nigra",0.006
13632,MAI20160303,"Lepidotrigla spp.",0.008
13632,MAI20160303,"Platycephalidae - undifferentiated",0.114
13632,MAI20160303,"Dinolestes lewini",0.002
13632,MAI20160303,"Sillago bassensis",0.008
13632,MAI20160303,"Chrysophrys auratus",0.002
13632,MAI20160303,"Mugilidae - undifferentiated",0.019
13632,MAI20160303,"Lophonectes gallus",0.004
13632,MAI20160303,"Monacanthidae - undifferentiated",0.008
13632,MAI20160303,""Superclass" Pisces - undifferentiated",0.072
13632,MAI20160303,"Sardinops sagax",0.014
13632,MAI20160303,"Macroramphosus spp.",0.002
13632,MAI20160303,"Syngnathidae - undifferentiated",0.002
13632,MAI20160303,"Lepidotrigla spp.",0.024
13632,MAI20160303,"Platycephalidae - undifferentiated",0.041
13632,MAI20160303,"Trachurus declivis",0.033
13632,MAI20160303,"Mugilidae - undifferentiated",0.055
13632,MAI20160303,"Callionymidae - undifferentiated",0.002
13632,MAI20160303,"Lophonectes gallus",0.012
13632,MAI20160303,"Monacanthidae - undifferentiated",0.007
13633,MAI20160321,""Superclass" Pisces - undifferentiated",0.009
13633,MAI20160321,""Superclass" Pisces - undifferentiated",0.027
13633,MAI20160321,"Sardinops sagax",0.023
13633,MAI20160321,"Gaidropsarus spp.",0.011
13633,MAI20160321,"Lepidotrigla spp.",0.004
13633,MAI20160321,"Trachurus declivis",0.031
13633,MAI20160321,"Labridae: Odacinae - undifferentiated",0.004
13633,MAI20160321,"Lophonectes gallus",0.031
13634,MAI20160428,"Sardinops sagax",0.009
13634,MAI20160428,"Myctophidae - undifferentiated",0.004
13634,MAI20160428,"Moridae - undifferentiated",0.004
13634,MAI20160428,"Trachurus declivis",0.005
13634,MAI20160428,"Cheilodactylus spp.",0.002
13634,MAI20160428,"Callionymidae - undifferentiated",0.004
13634,MAI20160428,"Lophonectes gallus",0.009
